ctuid_s,ctuid_t,w,f
0010001.00,0010001.00,1.0,1
0010002.00,0010002.00,1.0,1
0010003.01,0010003.01,1.0,4
0010003.02,0010003.02,1.0,1
0010004.00,0010004.00,1.0,1
0010005.01,0010005.01,1.0,1
0010005.02,0010005.02,1.0,1
0010006.00,0010006.00,0.9903179701120997,4
0010006.00,0010007.00,0.009682029887900394,4
0010007.00,0010007.00,0.9764543600807828,4
0010007.00,0010009.00,0.023545639919217237,4
0010008.00,0010008.00,1.0,1
0010009.00,0010009.00,1.0,4
0010010.00,0010010.00,1.0,1
0010011.00,0010011.00,1.0,1
0010012.00,0010012.00,1.0,1
0010013.00,0010013.00,0.9996709974416123,4
0010013.00,0010016.02,0.0003290025583877575,4
0010014.00,0010014.00,1.0,1
0010015.01,0010015.01,1.0,1
0010015.02,0010015.02,1.0,1
0010015.03,0010015.03,1.0,1
0010015.04,0010015.04,1.0,1
0010016.00,0010016.01,0.37119352210435674,4
0010016.00,0010016.02,0.6285006221555628,4
0010016.00,0010200.01,0.0003058557400804175,4
0010017.00,0010017.00,1.0,1
0010100.01,0010100.01,1.0,1
0010100.03,0010100.03,1.0,1
0010100.04,0010100.04,1.0,1
0010110.00,0010110.00,1.0,1
0010170.01,0010003.01,0.0011768868160791709,4
0010170.01,0010170.01,0.9920240325936419,4
0010170.01,0010171.00,0.006799080590278919,4
0010170.02,0010170.02,1.0,1
0010171.00,0010171.00,1.0,4
0010172.02,0010172.02,1.0,4
0010172.03,0010172.03,1.0,1
0010172.04,0010172.04,1.0,1
0010172.05,0010172.05,0.9841280519689808,4
0010172.05,0010172.06,0.0158719480310192,4
0010172.06,0010172.06,1.0,4
0010200.01,0010016.01,0.004536286965008897,4
0010200.01,0010200.01,0.995463713034991,4
0010200.02,0010200.02,1.0,1
0010200.03,0010200.03,1.0,1
0010201.00,0010201.00,1.0,1
0010202.01,0010202.01,1.0,1
0010202.02,0010202.02,1.0,1
0010202.04,0010172.02,0.0010241431110129828,4
0010202.04,0010202.04,0.998975856888987,4
0010202.05,0010202.05,1.0,1
0010300.00,0010300.00,1.0,1
0010301.01,0010301.01,1.0,1
0010301.02,0010301.02,1.0,1
0010302.00,0010302.00,1.0,1
2050001.00,2050001.00,1.0,1
2050002.00,2050002.00,1.0,1
2050003.00,2050003.00,1.0,1
2050004.01,2050004.01,1.0,1
2050004.02,2050004.02,1.0,1
2050005.00,2050005.00,1.0,1
2050006.00,2050006.00,1.0,1
2050007.00,2050007.00,1.0,1
2050008.00,2050008.00,1.0,1
2050009.00,2050009.00,1.0,1
2050010.00,2050010.00,1.0,1
2050011.00,2050011.00,1.0,1
2050012.00,2050012.00,1.0,1
2050013.00,2050013.00,1.0,1
2050014.00,2050014.00,1.0,1
2050015.00,2050015.00,1.0,1
2050016.00,2050016.00,1.0,1
2050017.00,2050017.00,1.0,1
2050018.00,2050018.00,1.0,1
2050019.00,2050019.00,1.0,1
2050020.00,2050020.00,1.0,1
2050021.00,2050021.00,1.0,1
2050022.00,2050022.00,1.0,1
2050023.00,2050023.00,1.0,1
2050024.00,2050024.00,1.0,1
2050025.01,2050025.01,1.0,1
2050025.02,2050025.02,1.0,1
2050025.03,2050025.03,1.0,1
2050026.01,2050026.03,0.3207811288493417,3
2050026.01,2050026.04,0.34864106291677066,3
2050026.01,2050026.05,0.33057780823388766,3
2050026.02,2050026.02,1.0,1
2050027.00,2050027.00,1.0,1
2050100.00,2050100.00,1.0,1
2050101.00,2050101.00,1.0,1
2050102.00,2050102.00,1.0,1
2050103.00,2050103.00,1.0,1
2050104.01,2050104.01,1.0,1
2050104.02,2050104.02,1.0,1
2050105.01,2050105.01,1.0,1
2050105.02,2050105.02,1.0,1
2050106.01,2050106.01,1.0,1
2050106.02,2050106.02,1.0,1
2050107.00,2050107.00,1.0,1
2050108.00,2050108.00,1.0,1
2050109.00,2050109.00,1.0,1
2050110.00,2050110.00,1.0,1
2050111.00,2050111.00,1.0,1
2050112.00,2050112.00,1.0,1
2050113.00,2050113.00,1.0,1
2050114.00,2050114.00,0.9971837399133198,4
2050114.00,2050123.01,0.0028162600866802707,4
2050120.00,2050120.00,1.0,1
2050121.02,2050121.02,1.0,1
2050121.03,2050121.03,1.0,4
2050121.05,2050121.05,1.0,1
2050121.06,2050121.06,1.0,1
2050121.07,2050121.09,0.03196258952494049,3
2050121.07,2050121.10,0.9680374104750595,3
2050121.08,2050121.08,1.0,1
2050122.01,2050122.01,1.0,1
2050122.02,2050122.04,0.541206243818405,3
2050122.02,2050122.05,0.458793756181595,3
2050122.03,2050122.03,1.0,1
2050123.01,2050123.01,1.0,4
2050123.02,2050123.02,1.0,1
2050123.04,2050123.04,1.0,1
2050123.05,2050123.05,1.0,1
2050123.06,2050123.06,1.0,1
2050130.01,2050130.05,0.0001052556071752502,3
2050130.01,2050130.06,0.9998947443928248,3
2050130.02,2050130.03,0.5880007159554315,3
2050130.02,2050130.04,0.4119992840445685,3
2050131.01,2050131.01,1.0,1
2050131.02,2050131.02,1.0,1
2050131.03,2050131.03,1.0,1
2050131.04,2050131.04,1.0,1
2050131.05,2050131.05,1.0,1
2050132.03,2050132.03,1.0,1
2050132.04,2050132.04,1.0,4
2050132.05,2050132.04,5.933180576537123e-05,4
2050132.05,2050132.07,0.4599389615908945,4
2050132.05,2050132.09,0.00186875374398767,4
2050132.05,2050132.10,0.5381329528593525,4
2050132.06,2050132.06,1.0,1
2050140.00,2050140.00,1.0,1
2050141.00,2050141.00,1.0,4
2050142.01,2050142.01,1.0,1
2050142.02,2050141.00,0.01064730122979187,4
2050142.02,2050142.02,0.9893526987702081,4
2050143.01,2050143.01,0.817051869944563,4
2050143.01,2050143.02,0.182948130055437,4
2050143.02,2050143.02,1.0,4
2050150.01,2050150.01,1.0,1
2050150.02,2050121.03,1.967102755896362e-05,4
2050150.02,2050150.02,0.9999803289724409,4
2050151.00,2050151.00,1.0,1
2050152.00,2050152.00,1.0,1
2050153.00,2050153.00,1.0,1
2050154.00,2050154.01,0.006085654365743404,3
2050154.00,2050154.03,0.007256473827344274,3
2050154.00,2050154.04,0.9866578718069123,3
2050155.00,2050155.00,1.0,1
3050001.00,3050001.00,1.0,4
3050002.00,3050001.00,0.003943444506490928,4
3050002.00,3050002.00,0.996056555493509,4
3050003.01,3050003.01,1.0,1
3050003.03,3050003.03,0.9869370158814891,4
3050003.03,3050011.00,0.01306298411851088,4
3050003.04,3050003.04,0.9811880051325239,4
3050003.04,3050008.00,0.01881199486747608,4
3050004.00,3050004.00,1.0,1
3050005.00,3050005.00,1.0,4
3050006.00,3050005.00,0.015740863727905344,4
3050006.00,3050006.00,0.9842591362720946,4
3050007.00,3050005.00,0.028646891418403018,4
3050007.00,3050007.00,0.971353108581597,4
3050008.00,3050008.00,1.0,4
3050009.00,3050009.00,1.0,4
3050010.01,3050006.00,8.042547873648298e-05,4
3050010.01,3050010.01,0.9999195745212635,4
3050010.02,3050009.00,0.0002787847283628097,4
3050010.02,3050010.01,0.004375089170515175,4
3050010.02,3050010.02,0.9953461261011219,4
3050011.00,3050010.02,0.005693998154003676,4
3050011.00,3050011.00,0.9927604668926147,4
3050011.00,3050016.01,0.0015455349533817007,4
3050012.00,3050006.00,0.004384652255230567,4
3050012.00,3050012.00,0.9931679969278725,4
3050012.00,3050013.00,0.0024164496280849167,4
3050012.00,3050014.03,3.0901188812045515e-05,4
3050013.00,3050013.00,1.0,4
3050014.01,3050013.00,0.0008628998779725513,4
3050014.01,3050014.03,0.36898489787502764,4
3050014.01,3050014.04,0.6301522022469997,4
3050014.02,3050014.02,0.9825636886478175,4
3050014.02,3050014.04,0.01743631135218245,4
3050015.00,3050015.01,0.007757937790701669,3
3050015.00,3050015.02,0.9922420622092982,3
3050016.01,3050014.04,0.013293021848974722,4
3050016.01,3050016.01,0.9867069781510254,4
3050016.02,3050016.02,1.0,1
3050100.00,3050100.00,1.0,4
3050101.00,3050101.00,1.0,1
3050102.01,3050102.01,1.0,4
3050102.02,3050102.01,0.02149457464085271,4
3050102.02,3050102.02,0.9785054253591472,4
3050110.00,3050110.00,1.0,4
3050200.00,3050200.00,1.0,1
3100001.01,3100001.01,1.0,1
3100001.02,3100001.02,1.0,1
3100002.01,3100002.01,1.0,1
3100002.02,3100002.02,1.0,1
3100003.00,3100003.00,1.0,1
3100004.00,3100004.00,0.9693234546082479,4
3100004.00,3100005.00,0.030676545391752085,4
3100005.00,3100005.00,1.0,4
3100006.00,3100006.00,0.889638646173203,4
3100006.00,3100007.00,0.11036135382679702,4
3100007.00,3100007.00,0.9309382184753257,4
3100007.00,3100019.00,0.06906178152467436,4
3100008.00,3100008.00,1.0,4
3100009.00,3100008.00,0.11372142397439637,4
3100009.00,3100009.00,0.8519507012450465,4
3100009.00,3100011.00,0.034327874780557086,4
3100010.00,3100009.00,0.12877406106730752,4
3100010.00,3100010.00,0.8712259389326924,4
3100011.00,3100007.00,0.061649167706771146,4
3100011.00,3100011.00,0.9383508322932288,4
3100012.00,3100012.00,1.0,4
3100013.00,3100012.00,0.02295873066699953,4
3100013.00,3100013.00,0.9770412693330005,4
3100014.00,3100014.00,1.0,1
3100015.00,3100015.00,1.0,1
3100016.00,3100016.00,1.0,1
3100017.00,3100017.00,1.0,1
3100018.00,3100018.00,1.0,4
3100019.00,3100018.00,0.03235793944288906,4
3100019.00,3100019.00,0.576481937217056,4
3100019.00,3100020.00,0.39116012334005495,4
3100020.00,3100020.00,1.0,4
3100021.00,3100021.00,1.0,1
3100022.00,3100022.00,1.0,1
3100023.00,3100023.00,0.9944536161228716,4
3100023.00,3100024.00,0.005546383877128331,4
3100024.00,3100024.00,1.0,4
3100025.01,3100025.01,0.9947024649904446,4
3100025.01,3100025.02,0.005297535009555415,4
3100025.02,3100025.02,1.0,4
3100026.00,3100026.00,1.0,1
