ctuid_s,ctuid_t,w,f
0010001.00,0010001.00,1.0,1
0010002.00,0010002.00,1.0,4
0010003.01,0010003.01,1.0,4
0010003.02,0010003.02,1.0,1
0010004.00,0010004.00,1.0,1
0010005.01,0010005.01,1.0,1
0010005.02,0010005.02,0.9863127672204708,4
0010005.02,0010011.00,0.013687232779529187,4
0010006.00,0010006.00,0.9887235067190934,4
0010006.00,0010007.00,0.011276493280906671,4
0010007.00,0010007.00,0.9667519588136771,4
0010007.00,0010009.00,0.01709867648298631,4
0010007.00,0010010.00,0.01614936470333661,4
0010008.00,0010007.00,0.0038567799515937464,4
0010008.00,0010008.00,0.9691804527599156,4
0010008.00,0010009.00,0.02696276728849065,4
0010009.00,0010009.00,0.998741348863613,4
0010009.00,0010015.01,0.001258651136387095,4
0010010.00,0010009.00,0.003034919007934129,4
0010010.00,0010010.00,0.9969650809920658,4
0010011.00,0010010.00,0.009438373882658408,4
0010011.00,0010011.00,0.9905616261173416,4
0010012.00,0010012.00,0.9920023107706066,4
0010012.00,0010016.02,0.007997689229393274,4
0010013.00,0010013.00,0.9996952469024676,4
0010013.00,0010016.02,0.00030475309753241574,4
0010014.00,0010014.00,1.0,1
0010015.01,0010015.01,0.9934095237729059,4
0010015.01,0010015.02,0.006590476227094008,4
0010015.02,0010015.02,1.0,4
0010015.03,0010015.03,1.0,1
0010015.04,0010015.04,1.0,1
0010016.00,0010016.01,0.2990505075717388,4
0010016.00,0010016.02,0.6999600043905498,4
0010016.00,0010200.01,0.0009894880377113396,4
0010017.00,0010017.00,1.0,1
0010100.01,0010002.00,0.0015975037494008518,4
0010100.01,0010100.01,0.9984024962505991,4
0010100.03,0010100.03,1.0,1
0010100.04,0010100.04,1.0,1
0010110.00,0010110.00,1.0,1
0010170.01,0010003.01,0.0010039139422734081,4
0010170.01,0010170.01,0.9922112316579623,4
0010170.01,0010171.00,0.006784854399764356,4
0010170.02,0010170.02,0.985848719056432,4
0010170.02,0010171.00,0.014151280943567998,4
0010171.00,0010171.00,1.0,4
0010172.02,0010172.02,0.9963652099047451,4
0010172.02,0010172.03,0.0031200057025934577,4
0010172.02,0010172.06,0.000514784392661502,4
0010172.03,0010172.03,1.0,4
0010172.04,0010172.04,1.0,4
0010172.05,0010172.05,0.9814721504237194,4
0010172.05,0010172.06,0.01852784957628063,4
0010172.06,0010172.06,1.0,4
0010200.01,0010016.01,0.0022333893451540318,4
0010200.01,0010200.01,0.997766610654846,4
0010200.02,0010200.02,1.0,1
0010200.03,0010200.03,1.0,1
0010201.00,0010201.00,1.0,1
0010202.01,0010172.04,0.0014062503609054366,4
0010202.01,0010202.01,0.9970701565032898,4
0010202.01,0010202.02,0.0015235931358047266,4
0010202.02,0010202.02,1.0,4
0010202.03,0010172.02,0.0002942828688617019,4
0010202.03,0010172.04,3.6836242558590934e-05,4
0010202.03,0010202.04,0.4399821105995444,4
0010202.03,0010202.05,0.5596867702890354,4
0010300.00,0010300.00,1.0,1
0010301.01,0010301.01,1.0,4
0010301.02,0010301.01,0.006093089701070216,4
0010301.02,0010301.02,0.9939069102989297,4
0010302.00,0010302.00,1.0,1
2050001.00,2050001.00,1.0,1
2050002.00,2050002.00,1.0,1
2050003.00,2050003.00,1.0,1
2050004.01,2050004.01,1.0,1
2050004.02,2050004.02,1.0,1
2050005.00,2050005.00,1.0,1
2050006.00,2050006.00,1.0,1
2050007.00,2050007.00,1.0,1
2050008.00,2050008.00,1.0,1
2050009.00,2050009.00,1.0,1
2050010.00,2050010.00,1.0,4
2050011.00,2050011.00,1.0,1
2050012.00,2050012.00,0.9950377897223143,4
2050012.00,2050013.00,0.004962210277685718,4
2050013.00,2050013.00,1.0,4
2050014.00,2050014.00,1.0,1
2050015.00,2050015.00,1.0,1
2050016.00,2050016.00,1.0,1
2050017.00,2050017.00,1.0,1
2050018.00,2050018.00,1.0,4
2050019.00,2050018.00,0.012342408353477899,4
2050019.00,2050019.00,0.9876575916465221,4
2050020.00,2050010.00,0.0005845779091990825,4
2050020.00,2050020.00,0.9994154220908009,4
2050021.00,2050020.00,0.0055446663719824355,4
2050021.00,2050021.00,0.9944553336280175,4
2050022.00,2050021.00,0.001346675155444908,4
2050022.00,2050022.00,0.998653324844555,4
2050023.00,2050023.00,1.0,1
2050024.00,2050024.00,0.9976205144442858,4
2050024.00,2050025.03,0.0023794855557143137,4
2050025.01,2050025.01,1.0,1
2050025.02,2050025.02,1.0,1
2050025.03,2050025.03,0.9736510847372284,4
2050025.03,2050026.05,0.02634891526277151,4
2050026.01,2050026.03,0.3624811927908447,4
2050026.01,2050026.04,0.3215527770035897,4
2050026.01,2050026.05,0.3159660302055657,4
2050026.02,2050026.02,1.0,1
2050027.00,2050027.00,1.0,1
2050100.00,2050100.00,1.0,1
2050101.00,2050101.00,1.0,1
2050102.00,2050102.00,0.9945946918769886,4
2050102.00,2050103.00,0.005405308123011342,4
2050103.00,2050103.00,1.0,4
2050104.01,2050104.01,1.0,1
2050104.02,2050104.02,0.9894359973511823,4
2050104.02,2050121.02,0.00024204398972145968,4
2050104.02,2050121.10,0.01032195865909626,4
2050105.01,2050105.01,1.0,1
2050105.02,2050105.02,0.9829167257382022,4
2050105.02,2050122.01,0.017083274261797766,4
2050106.01,2050106.01,1.0,1
2050106.02,2050106.02,1.0,1
2050107.00,2050107.00,1.0,1
2050108.00,2050108.00,1.0,1
2050109.00,2050109.00,1.0,1
2050110.00,2050110.00,1.0,1
2050111.00,2050111.00,1.0,1
2050112.00,2050112.00,1.0,4
2050113.00,2050113.00,1.0,1
2050114.00,2050112.00,0.004876856764430396,4
2050114.00,2050114.00,0.9951231432355696,4
2050120.00,2050120.00,1.0,1
2050121.02,2050121.02,0.9976756764217197,4
2050121.02,2050121.10,0.002324323578280319,4
2050121.03,2050121.03,1.0,1
2050121.05,2050121.05,1.0,1
2050121.06,2050121.06,1.0,1
2050121.07,2050104.02,0.0371101714704588,4
2050121.07,2050121.09,0.012242215274896703,4
2050121.07,2050121.10,0.9506476132546444,4
2050121.08,2050121.08,1.0,1
2050122.01,2050122.01,1.0,4
2050122.02,2050122.04,0.500397902406023,3
2050122.02,2050122.05,0.499602097593977,3
2050122.03,2050122.01,0.00011075874297987524,4
2050122.03,2050122.03,0.9998892412570202,4
2050123.01,2050123.01,1.0,1
2050123.02,2050123.02,1.0,1
2050123.04,2050123.04,1.0,1
2050123.05,2050123.05,1.0,1
2050123.06,2050123.06,1.0,1
2050130.01,2050130.05,0.00014998430000215428,3
2050130.01,2050130.06,0.9998500156999979,3
2050130.02,2050130.03,0.5651980520143295,3
2050130.02,2050130.04,0.4348019479856705,3
2050131.01,2050131.01,1.0,1
2050131.02,2050131.02,1.0,1
2050131.03,2050131.03,1.0,1
2050131.04,2050131.04,1.0,1
2050131.05,2050131.05,1.0,1
2050132.02,2050132.06,0.35680798073891484,4
2050132.02,2050132.07,0.2402426959252028,4
2050132.02,2050132.09,0.0009536425705774979,4
2050132.02,2050132.10,0.4019956807653048,4
2050132.03,2050132.03,1.0,1
2050132.04,2050132.04,1.0,1
2050140.00,2050140.00,1.0,1
2050141.00,2050141.00,1.0,1
2050142.00,2050132.06,0.03350472905307695,4
2050142.00,2050142.01,0.6786218848724945,4
2050142.00,2050142.02,0.2878733860744286,4
2050143.01,2050143.01,0.7823267373310755,4
2050143.01,2050143.02,0.2176732626689245,4
2050143.02,2050143.02,1.0,4
2050150.01,2050150.01,1.0,1
2050150.02,2050122.03,3.080741569402743e-05,4
2050150.02,2050150.02,0.9999691925843059,4
2050151.00,2050151.00,1.0,1
2050152.00,2050152.00,1.0,1
2050153.00,2050153.00,1.0,4
2050154.00,2050153.00,0.0007712027932302256,4
2050154.00,2050154.01,0.00041895669460688954,4
2050154.00,2050154.03,0.008313307495634874,4
2050154.00,2050154.04,0.990496533016528,4
2050155.00,2050155.00,1.0,1
3050001.00,3050001.00,1.0,4
3050002.00,3050001.00,0.0037431808939138323,4
3050002.00,3050002.00,0.9952495911515178,4
3050002.00,3050003.01,0.0010072279545684625,4
3050003.01,3050003.01,1.0,4
3050003.02,3050003.03,0.47017601065307496,4
3050003.02,3050003.04,0.5218625993080339,4
3050003.02,3050004.00,0.00618285636558132,4
3050003.02,3050008.00,7.281283481485294e-05,4
3050003.02,3050011.00,0.0017057208384948699,4
3050004.00,3050002.00,0.0009420128678659868,4
3050004.00,3050004.00,0.9893069857854867,4
3050004.00,3050005.00,0.009751001346647236,4
3050005.00,3050005.00,1.0,4
3050006.00,3050001.00,0.023952455417368346,4
3050006.00,3050005.00,0.005218751954629474,4
3050006.00,3050006.00,0.9703646271232469,4
3050006.00,3050012.00,0.00046416550475526894,4
3050007.00,3050005.00,0.01816038872315947,4
3050007.00,3050006.00,0.02206749720479157,4
3050007.00,3050007.00,0.959772114072049,4
3050008.00,3050007.00,0.009762888569891753,4
3050008.00,3050008.00,0.9902371114301083,4
3050009.00,3050007.00,0.014637208821818152,4
3050009.00,3050009.00,0.9853627911781819,4
3050010.01,3050006.00,8.188852806312471e-05,4
3050010.01,3050010.01,0.9999181114719369,4
3050010.02,3050009.00,0.00027409486928084523,4
3050010.02,3050010.01,0.004306078131021753,4
3050010.02,3050010.02,0.9954198269996974,4
3050011.00,3050010.02,0.006547143738832239,4
3050011.00,3050011.00,0.9914352283314299,4
3050011.00,3050012.00,0.000575506583037783,4
3050011.00,3050016.01,0.0014421213466999502,4
3050012.00,3050006.00,0.0023030733420839823,4
3050012.00,3050012.00,0.9941183958474888,4
3050012.00,3050013.00,0.0035430551057852523,4
3050012.00,3050014.03,3.547570464198932e-05,4
3050013.00,3050013.00,1.0,4
3050014.01,3050013.00,0.0011235930697388475,4
3050014.01,3050014.03,0.35539395243898253,4
3050014.01,3050014.04,0.6434824544912786,4
3050014.02,3050014.02,0.978562496427047,4
3050014.02,3050014.04,0.021437503572952998,4
3050015.00,3050015.01,0.008649389070027118,3
3050015.00,3050015.02,0.9913506109299728,3
3050016.01,3050016.01,1.0,4
3050016.02,3050016.02,1.0,4
3050100.00,3050100.00,1.0,1
3050101.00,3050101.00,0.9988513538089457,4
3050101.00,3050102.01,0.0011486461910543387,4
3050102.01,3050102.01,1.0,4
3050102.02,3050102.01,0.022200690001350828,4
3050102.02,3050102.02,0.9777993099986492,4
3050110.00,3050110.00,1.0,4
3100001.01,3100001.01,0.9996634026273454,4
3100001.01,3100010.00,0.0003365973726545811,4
3100001.02,3100001.02,1.0,4
3100002.01,3100002.01,0.9504864729703113,4
3100002.01,3100028.00,0.04104411920355869,4
3100002.01,3100029.00,0.008469407826129998,4
3100002.02,3100002.02,1.0,4
3100003.00,3100001.02,0.008067900862268862,4
3100003.00,3100003.00,0.9758792475951532,4
3100003.00,3100005.00,0.016052851542577903,4
3100004.00,3100002.02,0.03621806800090581,4
3100004.00,3100004.00,0.9502563551916464,4
3100004.00,3100005.00,0.013525576807447712,4
3100005.00,3100005.00,1.0,4
3100006.00,3100006.00,0.9132125579682837,4
3100006.00,3100007.00,0.08669784275955725,4
3100006.00,3100019.00,8.95992721591287e-05,4
3100007.00,3100007.00,0.9132241348119412,4
