source_ctuid,target_ctuid,w_area
4620016.00,4620016.00,1.0
4620017.00,4620017.00,1.0
4620018.00,4620018.00,1.0
4620019.00,4620019.00,1.0
4620020.00,4620020.00,1.0
4620021.00,4620021.00,1.0
4620022.00,4620022.00,1.0
4620023.00,4620023.00,1.0
4620024.00,4620024.00,1.0
4620025.00,4620025.00,1.0
4620026.00,4620026.00,1.0
4620027.00,4620027.00,1.0
4620028.00,4620028.00,1.0
4620029.00,4620029.00,1.0
4620030.00,4620030.00,1.0
4620031.00,4620031.00,1.0
4620032.00,4620032.00,1.0
4620033.00,4620033.00,1.0
4620034.00,4620034.00,1.0
4620035.00,4620035.00,1.0
4620036.00,4620036.00,1.0
4620037.00,4620037.00,1.0
4620038.00,4620038.00,1.0
4620039.00,4620039.00,1.0
4620040.00,4620040.00,1.0
4620041.00,4620041.00,1.0
4620042.00,4620042.00,1.0
4620043.00,4620043.00,1.0
4620044.00,4620044.00,1.0
4620045.00,4620045.00,1.0
4620046.00,4620046.00,1.0
4620047.00,4620047.00,1.0
4620048.00,4620048.00,1.0
4620049.00,4620049.00,1.0
4620050.00,4620050.00,1.0
4620051.00,4620051.00,1.0
4620052.00,4620052.00,1.0
4620053.00,4620053.00,1.0
4620054.00,4620054.00,1.0
4620055.00,4620055.00,1.0
4620056.00,4620056.00,1.0
4620057.00,4620057.00,1.0
4620058.00,4620058.00,1.0
4620059.00,4620059.00,1.0
4620060.00,4620060.00,1.0
4620061.00,4620061.00,1.0
4620062.00,4620062.00,1.0
4620063.00,4620063.00,1.0
4620064.00,4620064.00,1.0
4620065.00,4620065.00,1.0
4620066.00,4620066.00,1.0
4620067.00,4620067.00,1.0
4620068.00,4620068.00,1.0
4620069.00,4620069.00,1.0
4620070.00,4620070.00,1.0
4620071.00,4620071.00,1.0
4620072.00,4620072.00,1.0
4620073.00,4620073.00,1.0
4620074.00,4620074.00,1.0
4620075.00,4620075.00,1.0
4620076.00,4620076.00,1.0
4620077.00,4620077.00,1.0
4620078.00,4620078.00,1.0
4620079.00,4620079.00,1.0
4620080.00,4620080.00,1.0
4620081.00,4620081.00,1.0
4620082.00,4620082.00,1.0
4620083.00,4620083.00,1.0
4620084.00,4620084.00,1.0
4620085.00,4620085.00,1.0
4620086.00,4620086.00,1.0
4620087.00,4620087.00,1.0
4620088.00,4620088.00,1.0
4620089.00,4620089.00,1.0
4620090.00,4620090.00,1.0
4620091.00,4620091.00,1.0
4620092.00,4620092.00,1.0
4620093.00,4620093.00,1.0
4620094.00,4620094.00,1.0
4620095.00,4620095.00,1.0
4620096.00,4620096.00,1.0
4620097.00,4620097.00,1.0
4620098.00,4620098.00,1.0
4620099.00,4620099.00,1.0
4620100.00,4620100.00,1.0
4620101.00,4620101.00,1.0
4620102.00,4620102.00,1.0
4620103.00,4620103.00,1.0
4620104.00,4620104.00,1.0
4620105.00,4620105.00,1.0
4620106.00,4620106.00,1.0
4620107.00,4620107.00,1.0
4620108.00,4620108.00,1.0
4620109.00,4620109.00,1.0
4620110.00,4620110.00,1.0
4620111.00,4620111.00,1.0
4620112.00,4620112.00,1.0
4620113.00,4620113.00,1.0
4620114.00,4620114.00,1.0
4620115.00,4620115.00,1.0
4620116.00,4620116.00,1.0
4620117.00,4620117.00,1.0
4620118.00,4620118.00,1.0
4620119.00,4620119.00,1.0
4620120.00,4620120.00,1.0
4620121.00,4620121.00,1.0
4620122.00,4620122.00,1.0
4620123.00,4620123.00,1.0
4620124.00,4620124.00,1.0
4620125.00,4620125.00,1.0
4620126.00,4620126.00,1.0
4620127.00,4620127.00,1.0
4620128.00,4620128.00,1.0
4620129.00,4620129.00,1.0
4620130.00,4620130.00,1.0
4620131.00,4620131.00,1.0
4620132.00,4620132.00,1.0
4620133.00,4620133.00,1.0
4620134.00,4620134.00,1.0
4620135.00,4620135.00,1.0
4620136.00,4620136.00,1.0
4620137.00,4620137.00,1.0
4620138.00,4620138.00,1.0
4620139.00,4620139.00,1.0
4620140.00,4620140.00,1.0
4620141.00,4620141.00,1.0
4620142.00,4620142.00,1.0
4620143.00,4620143.00,1.0
4620144.00,4620144.00,1.0
4620145.00,4620145.00,1.0
4620146.00,4620146.00,1.0
4620147.00,4620147.00,1.0
4620148.00,4620148.00,1.0
4620149.00,4620149.00,1.0
4620150.00,4620150.00,1.0
4620151.00,4620151.00,1.0
4620152.00,4620152.00,1.0
4620153.00,4620153.00,1.0
4620154.00,4620154.00,1.0
4620155.00,4620155.00,1.0
4620156.00,4620156.00,1.0
4620157.00,4620157.00,1.0
4620158.00,4620158.00,1.0
4620159.00,4620159.00,1.0
4620160.00,4620160.00,1.0
4620161.00,4620161.00,1.0
4620162.00,4620162.00,1.0
4620163.00,4620163.00,1.0
4620164.00,4620164.00,1.0
4620165.00,4620165.00,1.0
4620166.00,4620166.00,1.0
4620167.00,4620167.00,1.0
4620168.00,4620168.00,1.0
4620169.00,4620169.00,1.0
4620170.00,4620170.00,1.0
4620171.00,4620171.00,1.0
4620172.00,4620172.00,1.0
4620173.00,4620173.00,1.0
4620174.00,4620174.00,1.0
4620175.00,4620175.00,1.0
4620176.00,4620176.00,1.0
4620177.00,4620177.00,1.0
4620178.00,4620178.00,1.0
4620179.00,4620179.00,1.0
4620180.00,4620180.00,1.0
4620181.00,4620181.00,1.0
4620182.00,4620182.00,1.0
4620183.00,4620183.00,1.0
4620184.00,4620184.00,1.0
4620185.00,4620185.00,1.0
4620186.00,4620186.00,1.0
4620187.00,4620187.00,1.0
4620188.00,4620188.00,1.0
4620189.00,4620189.00,1.0
4620190.00,4620190.00,1.0
4620191.00,4620191.00,1.0
4620192.00,4620192.00,1.0
4620193.00,4620193.00,1.0
4620194.00,4620194.00,1.0
4620195.00,4620195.00,1.0
4620196.00,4620196.00,1.0
4620197.00,4620197.00,1.0
4620198.00,4620198.00,1.0
4620199.00,4620199.00,1.0
4620200.00,4620200.00,1.0
4620201.00,4620201.00,1.0
4620202.00,4620202.00,1.0
4620203.00,4620203.00,1.0
4620204.00,4620204.00,1.0
4620205.00,4620205.00,1.0
4620206.00,4620206.00,1.0
4620207.00,4620207.00,1.0
4620208.00,4620208.00,1.0
4620209.00,4620209.00,1.0
4620210.00,4620210.00,1.0
4620211.00,4620211.00,1.0
4620212.00,4620212.00,1.0
4620213.00,4620213.00,1.0
4620214.00,4620214.00,1.0
4620215.00,4620215.00,1.0
4620216.00,4620216.00,1.0
4620217.00,4620217.00,1.0
4620218.00,4620218.00,1.0
4620219.00,4620219.00,1.0
4620220.00,4620220.00,1.0
4620221.00,4620221.00,1.0
4620222.00,4620222.00,1.0
4620223.00,4620223.00,1.0
4620224.00,4620224.00,1.0
4620225.00,4620225.00,1.0
4620226.00,4620226.00,1.0
4620227.00,4620227.00,1.0
4620228.00,4620228.00,1.0
4620229.00,4620229.00,1.0
4620230.00,4620230.00,1.0
4620231.00,4620231.00,1.0
4620232.00,4620232.00,1.0
4620233.00,4620233.00,1.0
4620234.00,4620234.00,1.0
4620235.00,4620235.00,1.0
4620236.00,4620236.00,0.90510875
4620236.00,4620237.00,0.09489125
4620237.00,4620237.00,1.0
4620238.00,4620238.00,1.0
4620239.00,4620239.00,1.0
4620250.00,4620250.00,1.0
4620251.00,4620251.00,1.0
4620252.00,4620252.00,1.0
4620253.00,4620253.00,1.0
4620254.00,4620254.00,1.0
4620255.00,4620255.00,1.0
4620256.00,4620256.00,1.0
4620260.00,4620260.00,1.0
4620261.00,4620261.00,1.0
4620262.00,4620262.00,1.0
4620265.00,4620265.00,1.0
4620266.00,4620266.00,1.0
4620267.00,4620267.00,1.0
4620268.00,4620268.00,1.0
4620269.00,4620269.00,1.0
4620270.00,4620270.00,1.0
4620271.00,4620271.00,1.0
4620272.00,4620272.00,1.0
4620273.00,4620273.00,1.0
4620274.00,4620274.00,1.0
4620275.00,4620275.00,1.0
4620276.00,4620276.00,1.0
4620277.00,4620277.00,1.0
4620278.00,4620278.00,1.0
4620279.00,4620279.00,1.0
4620280.00,4620280.00,1.0
4620281.00,4620281.00,1.0
4620282.00,4620282.00,1.0
4620283.00,4620283.00,1.0
4620284.00,4620284.00,1.0
4620285.00,4620285.00,1.0
4620286.00,4620286.00,1.0
4620287.00,4620287.00,1.0
4620288.00,4620288.00,1.0
4620289.00,4620289.00,1.0
4620290.00,4620290.00,1.0
4620291.00,4620291.00,1.0
4620292.00,4620292.00,1.0
4620293.00,4620293.00,1.0
4620294.00,4620294.00,1.0
4620295.00,4620295.00,1.0
4620296.00,4620296.00,1.0
4620297.00,4620297.00,1.0
4620301.00,4620301.00,1.0
4620302.00,4620302.00,1.0
4620303.00,4620303.00,1.0
4620304.00,4620304.00,1.0
4620305.00,4620305.00,1.0
4620306.00,4620306.00,1.0
4620307.00,4620307.00,1.0
4620308.00,4620308.00,1.0
4620309.00,4620309.00,1.0
4620310.00,4620310.00,1.0
4620311.00,4620311.00,1.0
4620312.00,4620312.00,1.0
4620313.00,4620313.00,1.0
4620314.00,4620314.00,1.0
4620315.00,4620315.00,1.0
4620316.00,4620316.00,1.0
4620317.00,4620317.00,1.0
4620318.00,4620318.00,1.0
4620319.00,4620319.00,1.0
4620320.00,4620320.00,1.0
4620321.00,4620321.00,1.0
4620322.00,4620256.00,0.10726687
4620322.00,4620311.00,0.41953925
4620322.00,4620324.00,0.47319388
4620324.00,4620324.00,1.0
4620326.00,4620326.00,1.0
4620327.00,4620327.00,1.0
4620328.00,4620328.00,1.0
